0,26
0,27
1,26
1,27
4,10
4,27
5,8
5,9
5,11
5,15
5,28
6,8
6,9
6,14
6,16
6,27
6,28
7,0
7,1
7,7
7,22
7,27
8,0
8,1
8,7
8,8
8,9
8,10
8,22
8,23
8,24
9,6
9,7
9,10
9,14
9,16
9,24
10,6
10,16
10,17
10,21
10,24
10,27
11,5
11,6
11,17
11,18
11,20
11,26
11,27
11,29
11,30
12,4
12,6
12,16
12,17
12,24
12,25
12,26
12,27
12,28
12,29
12,31
13,3
13,4
13,8
13,17
13,18
13,20
13,21
13,23
13,24
13,25
13,31
13,32
14,3
14,4
14,8
14,20
14,21
14,22
14,27
14,29
14,32
15,3
15,8
15,20
15,21
15,28
15,36
16,4
16,7
16,28
16,29
16,30
16,31
16,35
16,37
17,4
17,5
17,6
17,35
17,37
17,42
17,43
18,25
18,26
18,36
18,42
18,43
19,24
19,27
20,25
20,26
21,0
21,1
21,4
21,5
22,0
22,4
22,6
23,0
23,2
23,4
23,6
23,7
24,1
24,2
24,4
24,5
24,6
24,7
24,8
24,9
24,16
24,17
25,5
25,6
25,7
25,10
26,6
26,7
26,13
26,14
26,15
26,17
26,19
26,20
27,5
27,6
27,7
27,13
27,14
27,15
27,19
27,20
28,6
28,7
28,16
28,17
29,7
29,16
29,17
30,11
30,12
31,11
31,12
32,11
34,8
34,9
35,7
35,10
35,43
35,44
36,8
36,9
36,43
36,44
38,29
38,30
38,31
42,23
43,21
43,22
43,23
43,24
44,20
44,24
45,20
45,23
46,21
46,22
46,23
46,42
47,41
47,43
48,40
48,43
49,41
49,42
51,36
51,37
51,38
53,3
53,4
53,5
53,36
53,38
54,13
54,14
54,15
54,34
54,40
54,41
55,1
55,33
55,34
55,35
55,37
55,39
55,43
56,1
56,29
56,30
56,31
56,33
56,43
57,1
57,28
57,30
57,35
57,37
57,39
57,41
57,43
57,44
58,33
58,39
58,43
58,44
59,29
59,30
59,31
59,33
59,39
60,25
60,27
60,30
60,31
60,33
60,43
61,25
61,29
61,31
61,32
61,34
61,38
61,40
61,41
61,42
62,1
62,2
62,29
62,30
62,31
62,34
62,40
62,41
62,42
63,0
63,2
63,27
63,29
63,30
63,34
63,38
64,0
64,1
64,21
64,22
64,23
64,31
64,34
64,38
65,19
65,23
65,31
65,32
65,35
65,37
66,23
66,36
67,5
67,6
67,22
67,24
67,26
68,5
68,6
68,23
68,24
68,25
68,26
69,23
69,24
69,25
70,20
70,21
70,22
70,23
